N,Childs,Tournament size,Crossover prob,Mutation prob,Elite size,Generations,Population size,GA CPU time,Fitness,Date
10,30,20,0.3,0.3,5,20,100,1.3393862200000002,1318.2667821703553,2024-09-19 12:46:21.372219
10,5,30,0.3,0.3,5,20,100,0.3780880620000002,1344.3194137493026,2024-09-19 12:46:20.901242
10,10,30,0.3,0.3,5,20,100,0.7900467460000002,1189.323418878093,2024-09-19 12:46:24.697041
10,30,30,0.3,0.3,5,20,100,1.80133373,1153.1162326553326,2024-09-19 12:46:29.617393
10,5,5,0.3,0.3,10,20,100,0.34230326499999997,1344.3194137493026,2024-09-19 12:46:28.004994
10,10,5,0.3,0.3,10,20,100,0.5945914179999998,1344.3194137493026,2024-09-19 12:46:31.936614
10,30,5,0.3,0.3,10,20,100,1.716368315,1294.3856901852682,2024-09-19 12:15:17.280905
10,5,10,0.3,0.3,10,20,100,0.3710326939999997,1344.3194137493026,2024-09-19 12:15:17.996758
10,10,10,0.3,0.3,10,20,100,0.49857824699999975,1343.4831365359394,2024-09-19 12:15:20.036373
10,30,10,0.3,0.3,10,20,100,1.1680962350000001,1318.2667821703553,2024-09-19 12:15:21.268115
10,5,20,0.3,0.3,10,20,100,0.33406199300000017,1344.3194137493026,2024-09-19 12:15:22.693318
10,10,20,0.3,0.3,10,20,100,0.5029601450000001,1343.4831365359394,2024-09-19 12:15:23.839592
10,30,20,0.3,0.3,10,20,100,1.1548544710000002,1343.4831365359394,2024-09-19 12:15:26.262675
10,5,30,0.3,0.3,10,20,100,0.39683117599999984,1344.3194137493026,2024-09-19 12:15:26.291523
10,10,30,0.3,0.3,10,20,100,0.692156529,1141.5691781501848,2024-09-19 12:15:28.999613
10,30,30,0.3,0.3,10,20,100,1.7752880030000002,1153.1162326553326,2024-09-19 12:15:30.161622
10,5,5,0.3,0.3,20,20,100,0.32473834299999993,1344.3194137493026,2024-09-19 12:15:31.664841
10,10,5,0.3,0.3,20,20,100,0.488035577,1344.3194137493026,2024-09-19 12:15:32.700131
10,5,10,0.3,0.3,20,20,100,0.37226679500000026,1344.3194137493026,2024-09-19 12:15:35.105135
10,30,5,0.3,0.3,20,20,100,1.6782309670000002,1090.6368897230786,2024-09-19 12:15:35.609494
10,10,10,0.3,0.3,20,20,100,0.5098889900000003,1343.4831365359394,2024-09-19 12:15:38.078660
10,30,10,0.3,0.3,20,20,100,1.160364789,1291.3015011254852,2024-09-19 12:15:38.920307
10,5,20,0.3,0.3,20,20,100,0.36891906699999977,1344.3194137493026,2024-09-19 12:15:40.670175
10,10,20,0.3,0.3,20,20,100,0.5215733819999999,1344.3194137493026,2024-09-19 12:15:41.473190
10,5,30,0.3,0.3,20,20,100,0.3864369350000003,1344.3194137493026,2024-09-19 12:15:43.863970
10,30,20,0.3,0.3,20,20,100,1.1862198990000001,1343.4831365359394,2024-09-19 12:15:44.089250
10,10,30,0.3,0.3,20,20,100,0.7148031369999996,1171.7008446739003,2024-09-19 12:15:46.699873
10,30,30,0.3,0.3,20,20,100,1.724646676,1153.1162326553326,2024-09-19 12:15:47.925862
10,5,5,0.3,0.3,30,20,100,0.31260991700000007,1344.3194137493026,2024-09-19 12:15:49.474682
10,10,5,0.3,0.3,30,20,100,0.5385231460000002,1344.3194137493026,2024-09-19 12:15:50.589593
10,5,10,0.3,0.3,30,20,100,0.3902310390000001,1344.3194137493026,2024-09-19 12:15:53.026196
10,30,5,0.3,0.3,30,20,100,1.7347868859999998,1128.8712978227195,2024-09-19 12:15:53.461743
10,10,10,0.3,0.3,30,20,100,0.47578329600000036,1343.4831365359394,2024-09-19 12:15:55.596820
10,30,10,0.3,0.3,30,20,100,1.1835767039999998,1291.3015011254852,2024-09-19 12:15:56.718973
10,5,20,0.3,0.3,30,20,100,0.33785942999999996,1344.3194137493026,2024-09-19 12:15:58.383788
10,10,20,0.3,0.3,30,20,100,0.5329800259999997,1343.4831365359394,2024-09-19 12:15:59.389200
10,5,30,0.3,0.3,30,20,100,0.39291320400000007,1344.3194137493026,2024-09-19 12:16:01.828465
10,30,20,0.3,0.3,30,20,100,1.2394594299999997,1343.4831365359394,2024-09-19 12:16:01.984430
10,10,30,0.3,0.3,30,20,100,0.6881577309999998,1189.323418878093,2024-09-19 12:16:04.655481
10,30,30,0.3,0.3,30,20,100,1.802192387,1179.16886423428,2024-09-19 12:16:05.832816
10,5,5,0.3,0.3,5,20,150,0.4769397569999998,1272.8578900434472,2024-09-19 12:16:07.435164
10,10,5,0.3,0.3,5,20,150,0.7957278350000001,1090.6368897230786,2024-09-19 12:16:08.574272
10,5,10,0.3,0.3,5,20,150,0.5405805510000001,1290.3413386626821,2024-09-19 12:16:11.320551
10,30,5,0.3,0.3,5,20,150,1.7107791100000003,1274.278942675026,2024-09-19 12:16:11.589174
10,10,10,0.3,0.3,5,20,150,0.7624379299999999,1274.278942675026,2024-09-19 12:16:14.314919
10,30,10,0.3,0.3,5,20,150,1.823224233,1139.7741988469718,2024-09-19 12:16:15.668940
10,5,20,0.3,0.3,5,20,150,0.488460785,1272.8578900434472,2024-09-19 12:16:17.523750
10,10,20,0.3,0.3,5,20,150,0.7560212940000002,1272.8578900434472,2024-09-19 12:16:18.423145
10,5,30,0.3,0.3,5,20,150,0.550961969,1274.278942675026,2024-09-19 12:16:21.031768
10,30,20,0.3,0.3,5,20,150,1.639559996,1272.8578900434472,2024-09-19 12:16:21.382383
10,10,30,0.3,0.3,5,20,150,0.7345319300000002,1294.7623912942613,2024-09-19 12:16:24.060340
10,30,30,0.3,0.3,5,20,150,1.6968281149999997,1272.8578900434472,2024-09-19 12:16:25.167909
10,5,5,0.3,0.3,10,20,150,0.47277829700000007,1290.3413386626821,2024-09-19 12:16:26.961397
10,10,5,0.3,0.3,10,20,150,0.7420778480000001,1090.6368897230786,2024-09-19 12:16:27.968568
10,5,10,0.3,0.3,10,20,150,0.540852036,1294.7623912942613,2024-09-19 12:16:30.459763
10,30,5,0.3,0.3,10,20,150,1.710798648,1144.5062390317405,2024-09-19 12:16:31.137129
10,10,10,0.3,0.3,10,20,150,0.7409843420000004,1274.278942675026,2024-09-19 12:16:33.364120
10,30,10,0.3,0.3,10,20,150,1.6264424380000002,1274.278942675026,2024-09-19 12:16:35.043343
10,5,20,0.3,0.3,10,20,150,0.46612896300000006,1272.8578900434472,2024-09-19 12:16:36.257332
10,10,20,0.3,0.3,10,20,150,0.7257252150000002,1290.3413386626821,2024-09-19 12:16:37.820191
10,30,20,0.3,0.3,10,20,150,1.6328356149999999,1274.278942675026,2024-09-19 12:16:40.213359
10,5,30,0.3,0.3,10,20,150,0.48728381799999987,1272.8578900434472,2024-09-19 12:16:40.675632
10,10,30,0.3,0.3,10,20,150,0.682183384,1274.278942675026,2024-09-19 12:16:43.033675
10,30,30,0.3,0.3,10,20,150,1.6835641529999998,1272.8578900434472,2024-09-19 12:16:44.452377
10,5,5,0.3,0.3,20,20,150,0.4587625209999997,1272.8578900434472,2024-09-19 12:16:45.845482
10,10,5,0.3,0.3,20,20,150,0.8148801319999999,1090.3913167677074,2024-09-19 12:16:47.594995
10,30,5,0.3,0.3,20,20,150,1.6666090249999996,1274.278942675026,2024-09-19 12:16:50.157023
10,5,10,0.3,0.3,20,20,150,0.47570934200000004,1274.278942675026,2024-09-19 12:16:50.260162
10,10,10,0.3,0.3,20,20,150,0.7014538889999997,1274.278942675026,2024-09-19 12:16:53.121510
10,30,10,0.3,0.3,20,20,150,1.598437078,1274.278942675026,2024-09-19 12:16:54.185443
10,5,20,0.3,0.3,20,20,150,0.4464837159999999,1274.278942675026,2024-09-19 12:16:55.913390
10,10,20,0.3,0.3,20,20,150,0.7850522419999999,1274.278942675026,2024-09-19 12:16:57.071469
10,5,30,0.3,0.3,20,20,150,0.5689924320000004,1274.278942675026,2024-09-19 12:16:59.882446
10,30,20,0.3,0.3,20,20,150,1.6821391,1274.278942675026,2024-09-19 12:16:59.955153
10,10,30,0.3,0.3,20,20,150,0.671280127,1274.278942675026,2024-09-19 12:17:02.526787
10,30,30,0.3,0.3,20,20,150,1.563292354,1272.8578900434472,2024-09-19 12:17:03.504769
10,5,5,0.3,0.3,30,20,150,0.5019940809999999,1272.8578900434472,2024-09-19 12:17:05.376016
10,10,5,0.3,0.3,30,20,150,0.8102508109999997,1090.3913167677074,2024-09-19 12:17:06.421451
10,5,10,0.3,0.3,30,20,150,0.5489175659999999,1294.7623912942613,2024-09-19 12:17:09.067779
10,30,5,0.3,0.3,30,20,150,1.6448432519999998,1274.278942675026,2024-09-19 12:17:09.333556
10,10,10,0.3,0.3,30,20,150,0.6984491430000004,1274.278942675026,2024-09-19 12:17:11.980137
10,30,10,0.3,0.3,30,20,150,1.671734599,1274.278942675026,2024-09-19 12:17:13.099943
10,5,20,0.3,0.3,30,20,150,0.5319188069999998,1272.8578900434472,2024-09-19 12:17:14.994767
10,10,20,0.3,0.3,30,20,150,0.7399445,1290.3413386626821,2024-09-19 12:17:16.116208
10,5,30,0.3,0.3,30,20,150,0.542874799,1272.8578900434472,2024-09-19 12:17:18.659043
10,30,20,0.3,0.3,30,20,150,1.6585529830000003,1274.278942675026,2024-09-19 12:17:19.061953
10,10,30,0.3,0.3,30,20,150,0.7281459000000001,1274.278942675026,2024-09-19 12:17:21.701110
10,30,30,0.3,0.3,30,20,150,1.73095786,1272.8578900434472,2024-09-19 12:17:22.832929
10,5,5,0.3,0.3,5,20,200,0.5805718610000001,1274.278942675026,2024-09-19 12:17:24.579137
10,10,5,0.3,0.3,5,20,200,0.773419409,1294.7623912942613,2024-09-19 12:17:25.691691
10,5,10,0.3,0.3,5,20,200,0.6523933660000001,1272.8578900434472,2024-09-19 12:17:28.399778
10,30,5,0.3,0.3,5,20,200,1.732342976,1274.278942675026,2024-09-19 12:17:28.803575
10,10,10,0.3,0.3,5,20,200,0.7639767550000003,1274.278942675026,2024-09-19 12:17:31.377355
10,30,10,0.3,0.3,5,20,200,1.934059043,1086.8790729739017,2024-09-19 12:17:32.839913
10,5,20,0.3,0.3,5,20,200,0.598254061,1274.278942675026,2024-09-19 12:17:34.554467
10,10,20,0.3,0.3,5,20,200,0.7725083319999999,1274.278942675026,2024-09-19 12:17:35.595968
10,5,30,0.3,0.3,5,20,200,0.6111609680000001,1272.8578900434472,2024-09-19 12:17:38.336628
10,30,20,0.3,0.3,5,20,200,1.6993370860000003,1274.278942675026,2024-09-19 12:17:38.851268
10,10,30,0.3,0.3,5,20,200,0.7826318839999997,1274.278942675026,2024-09-19 12:17:41.376949
10,30,30,0.3,0.3,5,20,200,2.04600298,1090.3913167677074,2024-09-19 12:17:43.173044
10,5,5,0.3,0.3,10,20,200,0.5861582750000003,1272.8578900434472,2024-09-19 12:17:44.091530
10,10,5,0.3,0.3,10,20,200,0.813719963,1294.7623912942613,2024-09-19 12:17:46.236486
10,30,5,0.3,0.3,10,20,200,1.762901731,1121.2836146357586,2024-09-19 12:17:48.055701
10,5,10,0.3,0.3,10,20,200,0.6030915159999997,1272.8578900434472,2024-09-19 12:17:49.299363
10,10,10,0.3,0.3,10,20,200,0.7948228880000001,1274.278942675026,2024-09-19 12:17:51.131562
10,30,10,0.3,0.3,10,20,200,1.862257456,1090.6368897230786,2024-09-19 12:17:53.677176
10,5,20,0.3,0.3,10,20,200,0.562790036,1272.8578900434472,2024-09-19 12:17:53.920690
10,10,20,0.3,0.3,10,20,200,0.7714068419999998,1274.278942675026,2024-09-19 12:17:56.652709
10,30,20,0.3,0.3,10,20,200,1.708746389,1274.278942675026,2024-09-19 12:17:57.716436
10,5,30,0.3,0.3,10,20,200,0.5578778890000002,1272.8578900434472,2024-09-19 12:17:59.546030
10,10,30,0.3,0.3,10,20,200,0.8198267399999999,1274.278942675026,2024-09-19 12:18:00.730659
10,5,5,0.3,0.3,20,20,200,0.5999414569999997,1274.278942675026,2024-09-19 12:18:03.438195
10,30,30,0.3,0.3,10,20,200,1.8307797139999997,1090.6368897230786,2024-09-19 12:18:03.754988
10,10,5,0.3,0.3,20,20,200,0.703030437,1274.278942675026,2024-09-19 12:18:07.596749
10,30,5,0.3,0.3,20,20,200,1.663356886,1272.8578900434472,2024-09-19 12:18:08.706731
10,5,10,0.3,0.3,20,20,200,0.5317108959999999,1272.8578900434472,2024-09-19 12:18:10.363585
10,10,10,0.3,0.3,20,20,200,0.7557038339999997,1274.278942675026,2024-09-19 12:18:11.564946
10,5,20,0.3,0.3,20,20,200,0.5974316239999999,1274.278942675026,2024-09-19 12:18:14.381277
10,30,10,0.3,0.3,20,20,200,1.8307019869999999,1089.9536498311193,2024-09-19 12:18:14.437134
10,10,20,0.3,0.3,20,20,200,0.737924815,1274.278942675026,2024-09-19 12:18:17.309705
10,30,20,0.3,0.3,20,20,200,1.727664326,1272.8578900434472,2024-09-19 12:18:18.411782
10,5,30,0.3,0.3,20,20,200,0.46728970599999986,1272.8578900434472,2024-09-19 12:18:20.035448
10,10,30,0.3,0.3,20,20,200,0.768117722,1274.278942675026,2024-09-19 12:18:21.256621
10,5,5,0.3,0.3,30,20,200,0.5615273649999999,1272.8578900434472,2024-09-19 12:18:23.812163
10,30,30,0.3,0.3,20,20,200,1.8101302609999999,1272.8578900434472,2024-09-19 12:18:24.288986
10,10,5,0.3,0.3,30,20,200,0.7782014289999997,1294.7623912942613,2024-09-19 12:18:27.016430
10,30,5,0.3,0.3,30,20,200,1.7016338100000001,1274.278942675026,2024-09-19 12:18:28.169395
10,5,10,0.3,0.3,30,20,200,0.548012962,1274.278942675026,2024-09-19 12:18:29.939651
10,10,10,0.3,0.3,30,20,200,0.7804771099999996,1274.278942675026,2024-09-19 12:18:30.976319
10,5,20,0.3,0.3,30,20,200,0.5974913639999999,1274.278942675026,2024-09-19 12:18:33.606333
10,30,10,0.3,0.3,30,20,200,1.8704860650000001,1090.6368897230786,2024-09-19 12:18:34.036013
10,10,20,0.3,0.3,30,20,200,0.832895717,1272.8578900434472,2024-09-19 12:18:36.774269
10,30,20,0.3,0.3,30,20,200,1.739780073,1272.8578900434472,2024-09-19 12:18:37.941194
10,5,30,0.3,0.3,30,20,200,0.5274693579999998,1272.8578900434472,2024-09-19 12:18:39.676304
10,10,30,0.3,0.3,30,20,200,0.8092613240000002,1274.278942675026,2024-09-19 12:18:40.740571
10,30,30,0.3,0.3,30,20,200,1.735624858,1272.8578900434472,2024-09-19 12:18:43.603018
20,10,5,0.3,0.3,5,20,50,2.8674028099999997,2899.208288637191,2024-09-19 12:18:45.875651
20,5,10,0.3,0.3,5,20,50,1.8111981469999998,3065.61151409797,2024-09-19 12:18:50.049526
20,30,5,0.3,0.3,5,20,50,8.203680661,2817.90552789726,2024-09-19 12:18:54.465744
20,10,10,0.3,0.3,5,20,50,2.954247629,2827.5248897907018,2024-09-19 12:18:55.385811
20,5,20,0.3,0.3,5,20,50,1.779432752,3065.61151409797,2024-09-19 12:18:59.306010
20,10,20,0.3,0.3,5,20,50,3.2735610979999996,2973.25892216353,2024-09-19 12:19:04.751705
20,30,10,0.3,0.3,5,20,50,8.025939566,2797.6731213503826,2024-09-19 12:19:05.314286
20,5,30,0.3,0.3,5,20,50,1.760093469,3065.61151409797,2024-09-19 12:19:09.298098
20,10,30,0.3,0.3,5,20,50,2.9931890919999997,2812.442497261272,2024-09-19 12:19:14.757822
20,30,20,0.3,0.3,5,20,50,8.571374807,2282.498029217584,2024-09-19 12:19:15.834976
20,5,5,0.3,0.3,10,20,50,1.789294231,2978.6781921603624,2024-09-19 12:19:19.746367
20,10,5,0.3,0.3,10,20,50,3.1323243580000004,2886.658425446637,2024-09-19 12:19:25.289019
20,30,30,0.3,0.3,5,20,50,8.054309705,2758.271715790136,2024-09-19 12:19:25.398843
20,5,10,0.3,0.3,10,20,50,1.5582195680000002,2812.248985117407,2024-09-19 12:19:29.159944
20,10,10,0.3,0.3,10,20,50,3.128169532,2869.021488012313,2024-09-19 12:19:34.556356
20,30,5,0.3,0.3,10,20,50,7.9765519099999995,2850.5178829064066,2024-09-19 12:19:35.987224
20,5,20,0.3,0.3,10,20,50,1.751069077,2868.442058842036,2024-09-19 12:19:39.890686
20,30,10,0.3,0.3,10,20,50,7.749762338999999,2817.90552789726,2024-09-19 12:19:44.939521
20,10,20,0.3,0.3,10,20,50,3.0977311549999995,3101.205063502464,2024-09-19 12:19:45.332368
20,5,30,0.3,0.3,10,20,50,1.8167553819999998,2869.777288009281,2024-09-19 12:19:49.246390
20,10,30,0.3,0.3,10,20,50,2.933227605,2818.368423187198,2024-09-19 12:19:54.653740
20,30,20,0.3,0.3,10,20,50,9.060498718,2715.4794472704016,2024-09-19 12:19:56.489022
20,5,5,0.3,0.3,20,20,50,1.800671962,3070.7296847574826,2024-09-19 12:20:00.626532
20,30,30,0.3,0.3,10,20,50,7.817880779999999,2818.368423187198,2024-09-19 12:20:04.951528
20,10,5,0.3,0.3,20,20,50,3.303792262,2646.211148344035,2024-09-19 12:20:06.515070
20,5,10,0.3,0.3,20,20,50,1.7876638320000002,3051.103326633846,2024-09-19 12:20:10.571794
20,10,10,0.3,0.3,20,20,50,3.013435246,2887.941510655168,2024-09-19 12:20:15.861621
20,30,5,0.3,0.3,20,20,50,8.605256316999998,2529.3223010731635,2024-09-19 12:20:16.149923
20,5,20,0.3,0.3,20,20,50,1.64650739,2832.258382325427,2024-09-19 12:20:19.710731
20,10,20,0.3,0.3,20,20,50,3.37235163,2835.4301994165153,2024-09-19 12:20:25.539754
20,30,10,0.3,0.3,20,20,50,8.086981417999999,2860.7536337177244,2024-09-19 12:20:26.425014
20,5,30,0.3,0.3,20,20,50,1.797238134,2892.1457625457406,2024-09-19 12:20:30.343618
20,10,30,0.3,0.3,20,20,50,3.129592779,2823.131016444675,2024-09-19 12:20:36.019151
20,30,20,0.3,0.3,20,20,50,8.700647664,2882.0217741323463,2024-09-19 12:20:37.019622
20,5,5,0.3,0.3,30,20,50,1.8865037789999999,2885.640224089425,2024-09-19 12:20:41.021897
20,10,5,0.3,0.3,30,20,50,3.2522034790000003,2906.390131920698,2024-09-19 12:20:46.557698
20,30,30,0.3,0.3,20,20,50,8.335468808999998,2818.368423187198,2024-09-19 12:20:47.228605
20,5,10,0.3,0.3,30,20,50,1.7357379540000002,2898.7857789947734,2024-09-19 12:20:50.920345
20,10,10,0.3,0.3,30,20,50,3.0594678569999996,2805.72505915326,2024-09-19 12:20:56.181643
20,30,5,0.3,0.3,30,20,50,8.109347468,2827.831164429638,2024-09-19 12:20:57.307936
20,5,20,0.3,0.3,30,20,50,1.8381831949999998,3051.103326633846,2024-09-19 12:21:01.243989
20,30,10,0.3,0.3,30,20,50,7.873324127000001,2799.293426162293,2024-09-19 12:21:06.464783
20,10,20,0.3,0.3,30,20,50,3.2502840579999996,2944.9040240381464,2024-09-19 12:21:06.633511
20,5,30,0.3,0.3,30,20,50,1.5742042699999999,3039.660650384335,2024-09-19 12:21:10.716902
20,10,30,0.3,0.3,30,20,50,3.0873550030000003,2823.131016444675,2024-09-19 12:21:16.016435
20,30,20,0.3,0.3,30,20,50,8.172695479000001,2698.91446692488,2024-09-19 12:21:17.486232
20,5,5,0.3,0.3,5,20,100,2.489078546,3071.460846425476,2024-09-19 12:21:22.086227
20,30,30,0.3,0.3,30,20,50,7.694371077,2869.8680736485903,2024-09-19 12:21:26.334394
20,10,5,0.3,0.3,5,20,100,3.963947025,2879.5258798229943,2024-09-19 12:21:28.286791
20,5,10,0.3,0.3,5,20,100,2.4271327759999997,3088.5953336480734,2024-09-19 12:21:32.870992
20,30,5,0.3,0.3,5,20,100,8.668190946,2838.5894835486342,2024-09-19 12:21:37.495087
20,10,10,0.3,0.3,5,20,100,3.9371264750000003,3059.5744038994503,2024-09-19 12:21:39.247273
20,5,20,0.3,0.3,5,20,100,2.4983742689999997,3001.233892814461,2024-09-19 12:21:43.884339
20,30,10,0.3,0.3,5,20,100,9.225719539,2825.3913900915145,2024-09-19 12:21:49.571941
20,10,20,0.3,0.3,5,20,100,3.658900532,2839.985963250426,2024-09-19 12:21:50.143610
20,5,30,0.3,0.3,5,20,100,2.2831243310000002,3060.9503142336252,2024-09-19 12:21:54.518768
20,10,30,0.3,0.3,5,20,100,3.759709355,2942.6383340541443,2024-09-19 12:22:00.572989
20,30,20,0.3,0.3,5,20,100,9.63029068,3000.220432437107,2024-09-19 12:22:01.728720
20,5,5,0.3,0.3,10,20,100,2.3129126660000003,3055.4406246392005,2024-09-19 12:22:06.143381
20,30,30,0.3,0.3,5,20,100,8.928518363,2638.9657561431304,2024-09-19 12:22:11.979393
20,10,5,0.3,0.3,10,20,100,3.938039611,2987.9831969656643,2024-09-19 12:22:12.440517
20,5,10,0.3,0.3,10,20,100,2.2809151169999997,3113.329128251785,2024-09-19 12:22:16.812933
20,10,10,0.3,0.3,10,20,100,3.995367054,2930.1055971865862,2024-09-19 12:22:23.068786
20,30,5,0.3,0.3,10,20,100,9.567419278,2864.219162357249,2024-09-19 12:22:23.967998
20,5,20,0.3,0.3,10,20,100,2.412591085,3020.860250938098,2024-09-19 12:22:28.406459
20,10,20,0.3,0.3,10,20,100,3.5574501720000002,2773.726325705106,2024-09-19 12:22:34.328772
20,30,10,0.3,0.3,10,20,100,9.808652475,3073.335160289401,2024-09-19 12:22:35.297453
20,5,30,0.3,0.3,10,20,100,2.2586500560000005,3064.218205822961,2024-09-19 12:22:39.665351
20,10,30,0.3,0.3,10,20,100,3.70591121,2958.173611309896,2024-09-19 12:22:45.714593
20,30,20,0.3,0.3,10,20,100,9.613552965,3024.3364694771226,2024-09-19 12:22:47.004282
20,5,5,0.3,0.3,20,20,100,2.48417515,3071.460846425476,2024-09-19 12:22:51.762786
20,10,5,0.3,0.3,20,20,100,3.932113732,3068.9689755244362,2024-09-19 12:22:57.754680
20,30,30,0.3,0.3,10,20,100,9.46350577,2713.3045311117844,2024-09-19 12:22:57.796010
20,5,10,0.3,0.3,20,20,100,2.0374192580000003,3070.412040900882,2024-09-19 12:23:02.048889
20,10,10,0.3,0.3,20,20,100,3.946359298,3095.8514267249893,2024-09-19 12:23:08.110811
20,30,5,0.3,0.3,20,20,100,8.420111611,2754.4623387468755,2024-09-19 12:23:08.613081
20,5,20,0.3,0.3,20,20,100,2.3373922350000003,3001.233892814461,2024-09-19 12:23:13.179620
20,30,10,0.3,0.3,20,20,100,8.308398211,2773.637962895899,2024-09-19 12:23:18.846492
20,10,20,0.3,0.3,20,20,100,3.696154064,2735.6247161175675,2024-09-19 12:23:19.002114
20,5,30,0.3,0.3,20,20,100,2.06712188,3068.9689755244362,2024-09-19 12:23:23.255137
20,10,30,0.3,0.3,20,20,100,3.4691408690000003,2907.056216986747,2024-09-19 12:23:28.932703
20,30,20,0.3,0.3,20,20,100,9.031278930000001,2418.8420734464753,2024-09-19 12:23:30.615992
20,5,5,0.3,0.3,30,20,100,2.411799456,2973.5391742421307,2024-09-19 12:23:35.599661
20,30,30,0.3,0.3,20,20,100,9.259455855,2748.2723501517503,2024-09-19 12:23:40.842570
20,10,5,0.3,0.3,30,20,100,3.818524399,3045.6170653381905,2024-09-19 12:23:41.756858
20,5,10,0.3,0.3,30,20,100,2.321424819,3058.1097503225405,2024-09-19 12:23:46.123654
20,30,5,0.3,0.3,30,20,100,8.515024768,2801.6302025234563,2024-09-19 12:23:52.171993
20,10,10,0.3,0.3,30,20,100,3.9889916750000003,2944.965848471632,2024-09-19 12:23:53.311899
20,5,20,0.3,0.3,30,20,100,2.605321647,3104.0242626666077,2024-09-19 12:23:58.907277
20,10,20,0.3,0.3,30,20,100,3.9473965300000002,3086.054097714152,2024-09-19 12:24:05.553595
20,30,10,0.3,0.3,30,20,100,9.893937114,2921.424830156746,2024-09-19 12:24:06.426047
20,5,30,0.3,0.3,30,20,100,2.3293626689999996,3068.7228877001053,2024-09-19 12:24:10.842292
20,10,30,0.3,0.3,30,20,100,3.6347725300000002,2875.1284095801925,2024-09-19 12:24:16.751965
20,30,20,0.3,0.3,30,20,100,9.191176971,2705.2385505400434,2024-09-19 12:24:17.509921
20,5,5,0.3,0.3,5,20,150,2.689681774,3187.825853588099,2024-09-19 12:24:22.304455
20,30,30,0.3,0.3,30,20,100,8.569953903000002,2757.8120472344917,2024-09-19 12:24:27.870606
20,10,5,0.3,0.3,5,20,150,4.0589193670000006,2711.8111051455726,2024-09-19 12:24:28.845596
20,5,10,0.3,0.3,5,20,150,2.4291859110000003,2795.589186595178,2024-09-19 12:24:33.376572
20,30,5,0.3,0.3,5,20,150,8.802019087,2866.854957892315,2024-09-19 12:24:39.373591
20,10,10,0.3,0.3,5,20,150,3.895467714,2825.7792219763214,2024-09-19 12:24:39.561224
20,5,20,0.3,0.3,5,20,150,2.4012505429999997,3148.3333639155862,2024-09-19 12:24:43.993584
20,30,10,0.3,0.3,5,20,150,8.338708613,2573.0573680472507,2024-09-19 12:24:50.248613
20,10,20,0.3,0.3,5,20,150,4.139262629999999,3117.7493923181464,2024-09-19 12:24:50.447574
20,5,30,0.3,0.3,5,20,150,2.573130743,3148.3333639155862,2024-09-19 12:24:55.288899
20,10,30,0.3,0.3,5,20,150,4.096677656000001,3203.7116755009793,2024-09-19 12:25:01.635793
20,30,20,0.3,0.3,5,20,150,9.501414865000001,2908.9661912626343,2024-09-19 12:25:02.264538
20,5,5,0.3,0.3,10,20,150,2.4619373580000006,3177.0105347738045,2024-09-19 12:25:06.921451
20,30,30,0.3,0.3,5,20,150,9.32095814,3002.0879538718996,2024-09-19 12:25:13.632180
20,10,5,0.3,0.3,10,20,150,4.3507309759999995,3022.520526754238,2024-09-19 12:25:13.849740
20,5,10,0.3,0.3,10,20,150,2.3762570020000005,2948.48402000415,2024-09-19 12:25:18.426697
20,30,5,0.3,0.3,10,20,150,8.552440456,2817.90552789726,2024-09-19 12:25:24.604003
20,10,10,0.3,0.3,10,20,150,3.6438678089999996,2810.630946297173,2024-09-19 12:25:24.770486
20,5,20,0.3,0.3,10,20,150,2.457671337,3152.212744521243,2024-09-19 12:25:29.334395
20,10,20,0.3,0.3,10,20,150,4.101990003,3117.7493923181464,2024-09-19 12:25:35.842801
20,30,10,0.3,0.3,10,20,150,9.818724242,2968.8044819331953,2024-09-19 12:25:37.133007
20,5,30,0.3,0.3,10,20,150,2.6606927329999994,3203.7116755009793,2024-09-19 12:25:41.682622
20,30,20,0.3,0.3,10,20,150,8.634540544,2752.126372074218,2024-09-19 12:25:46.936213
20,10,30,0.3,0.3,10,20,150,3.9781289469999996,2673.138028239313,2024-09-19 12:25:48.058955
20,5,5,0.3,0.3,20,20,150,2.554504998,2804.841695638447,2024-09-19 12:25:52.520487
20,30,30,0.3,0.3,10,20,150,9.212588973999999,2947.5787581578056,2024-09-19 12:25:58.848345
20,10,5,0.3,0.3,20,20,150,4.186923332000001,2909.7402014934605,2024-09-19 12:25:59.102616
20,5,10,0.3,0.3,20,20,150,2.179541462,2789.6632606692524,2024-09-19 12:26:03.264653
20,10,10,0.3,0.3,20,20,150,4.0105322139999995,3008.256582688995,2024-09-19 12:26:09.787990
20,30,5,0.3,0.3,20,20,150,9.039165610000001,2561.5802753472713,2024-09-19 12:26:10.413935
20,5,20,0.3,0.3,20,20,150,2.578748075,3093.36660928041,2024-09-19 12:26:15.029865
20,30,10,0.3,0.3,20,20,150,8.269599397,2741.4778769034647,2024-09-19 12:26:20.629617
20,10,20,0.3,0.3,20,20,150,4.1048385750000005,3099.8685132888168,2024-09-19 12:26:21.556254
20,5,30,0.3,0.3,20,20,150,2.520019757,3190.227231003344,2024-09-19 12:26:25.971044
20,30,20,0.3,0.3,20,20,150,8.919505430000001,2875.4645462552526,2024-09-19 12:26:32.162319
20,10,30,0.3,0.3,20,20,150,4.145266596000001,3177.0105347738045,2024-09-19 12:26:32.630076
